Name,Wins,Losses,Draws,Height,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Cole Smith,7,2,0,71.0,"67""",1.78,35%,1.96,49%,1.67,33%,45%,1.7
Maurice Smith,12,14,0,74.0,--,0.41,46%,0.47,60%,0.89,50%,20%,0.9
Alexander Shlemenko,56,9,0 (1 NC),71.0,--,4.36,60%,1.71,63%,0.00,0%,0%,0.0
Leon Shahbazyan,7,2,0,76.0,"74""",6.33,52%,8.18,32%,1.46,50%,0%,0.0
Mackens Semerzier,8,4,0 (1 NC),69.0,"72""",2.91,45%,3.48,46%,2.14,50%,50%,2.1
Eddie Sanchez,15,8,0,74.0,"74""",3.45,43%,3.30,43%,1.13,26%,42%,0.0
Taila Santos,19,3,0,66.0,"68""",3.39,48%,2.64,58%,2.00,76%,86%,1.1
Matt Schnell,17,9,0 (1 NC),68.0,"70""",4.13,40%,4.17,55%,0.49,40%,43%,1.2
Sean Spencer,12,6,0,70.0,"74""",4.24,32%,4.02,60%,0.14,33%,68%,0.0
Bobby Sanchez,10,35,0,67.0,--,0.00,0%,0.00,100%,0.00,0%,100%,0.0
Tatsuya Saika,11,5,0,72.0,"73""",6.67,44%,9.91,43%,0.00,0%,66%,0.0
Tetsuya Seki,14,8,1,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yuta Sasaki,21,6,2,70.0,"71""",2.16,41%,2.50,50%,3.03,43%,41%,1.2
Kevin Szaflarski,11,2,0,77.0,"77""",1.13,28%,8.07,30%,0.00,0%,0%,0.0
Kamal Shalorus,9,5,2,68.0,"68""",3.06,32%,2.99,70%,2.07,50%,80%,0.0
Martin Sano,4,3,1,71.0,"75""",4.00,33%,12.00,40%,0.00,0%,0%,0.0
Genki Sudo,15,4,2,69.0,--,1.55,39%,2.23,33%,3.58,60%,50%,4.2
Antonina Shevchenko,10,4,0,68.0,"67""",3.86,55%,2.93,52%,0.43,42%,53%,0.4
Natalia Silva,19,5,1,64.0,"65""",5.04,46%,2.46,65%,0.34,25%,92%,0.0
Ben Sosoli,7,3,0 (2 NC),72.0,"72""",2.31,31%,4.30,47%,0.00,0%,0%,0.0
Jansey Silva,7,2,0,74.0,"67""",0.46,40%,2.32,33%,0.00,0%,0%,0.0
Mridul Saikia,8,1,0,67.0,"68""",0.91,28%,2.74,36%,0.00,0%,0%,0.0
Hans Stringer,22,8,3,75.0,--,3.16,61%,2.84,41%,2.40,36%,62%,0.0
Nick Sanzo,1,1,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Patrick Speight,7,3,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike Swick,15,6,0,73.0,"77""",2.36,37%,2.29,54%,1.06,50%,61%,0.6
Laureano Staropoli,9,5,0,73.0,"71""",3.31,34%,3.73,54%,0.83,26%,48%,0.0
Xavier Siller,5,5,0,65.0,--,1.02,36%,1.53,57%,3.83,100%,0%,0.0
Trevor Smith,15,10,0,75.0,"75""",3.29,55%,3.31,51%,1.70,32%,60%,0.7
Karine Silva,18,5,0,65.0,"67""",3.04,38%,3.14,47%,2.79,50%,0%,1.9
Dave Strasser,25,8,0,70.0,--,3.04,45%,1.88,59%,0.72,33%,33%,0.0
Danny Sabatello,9,1,0,70.0,"71""",2.07,57%,0.20,25%,3.00,75%,100%,1.0
Takashi Sugiura,1,3,0,71.0,--,1.37,40%,2.08,53%,1.33,66%,0%,0.0
Kyosuke Sasaki,3,7,4,67.0,--,0.33,45%,0.93,46%,0.00,0%,0%,0.0
Emiliano Sordi,16,7,0,74.0,--,4.79,50%,4.79,48%,0.00,0%,100%,8.3
Nazim Sadykhov,11,1,1,70.0,"69""",5.55,50%,5.89,50%,1.29,55%,75%,0.3
Darrill Schoonover,14,8,0,74.0,--,1.20,33%,4.35,38%,0.00,0%,50%,1.1
Damian Stasiak,10,6,0,65.0,"70""",1.86,36%,3.10,52%,2.64,35%,43%,0.6
Livinha Souza,14,4,0,63.0,"63""",1.75,45%,3.60,56%,2.54,45%,40%,1.4
Andreas Spang,9,3,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jacobe Smith,11,0,0,70.0,"72""",6.21,66%,2.86,47%,7.42,90%,100%,0.8
Heraldo Souza,9,2,1,71.0,"73""",1.62,33%,1.62,50%,0.00,0%,0%,0.0
Kerry Schall,24,13,0 (1 NC),74.0,--,0.94,11%,4.84,63%,0.00,0%,0%,0.0
Jeremy Stephens,28,20,0 (1 NC),69.0,"71""",3.15,40%,3.14,58%,1.11,38%,62%,0.4
Chad W. Saunders,7,2,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roldan Sangcha'an,4,2,0,64.0,--,2.71,46%,2.15,51%,1.94,60%,68%,0.0
Ronal Siahaan,7,1,0,67.0,"71""",0.63,66%,6.17,25%,0.00,0%,25%,0.0
Lodune Sincaid,15,9,0,69.0,--,2.72,42%,6.17,57%,0.00,0%,75%,0.0
Kiru Sahota,12,3,0,70.0,"73""",4.05,52%,2.64,41%,0.92,33%,50%,0.5
Gabriel Salinas-Jones,5,2,1,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mark Schultz,1,1,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryuta Sakurai,24,24,6,67.0,--,1.80,48%,3.44,58%,0.52,100%,36%,1.6
Brian Sleeman,9,9,1,68.0,--,4.00,48%,1.85,70%,9.23,100%,100%,0.0
Elias Silverio,13,3,0,71.0,"73""",3.67,49%,2.97,51%,1.62,38%,85%,0.2
Kenneth Seegrist,4,7,0,72.0,--,3.21,66%,1.28,0%,0.00,0%,40%,14.4
Fabio Silva,1,8,0,71.0,--,0.09,11%,5.90,38%,0.00,0%,0%,0.0
Dennis Siver,23,11,0 (1 NC),66.0,"70""",3.87,32%,2.67,65%,0.87,32%,65%,0.3
Jesse Sanders,23,7,0,72.0,--,0.00,0%,6.45,35%,0.00,0%,50%,0.0
Cody Stamann,21,8,1,66.0,"64""",4.32,46%,3.91,60%,2.17,37%,76%,0.0
Ricky Steele,6,0,0,69.0,"74""",4.07,70%,2.93,50%,0.00,0%,91%,0.0
Joe Schilling,2,5,0,75.0,--,2.84,52%,2.64,48%,0.00,0%,44%,0.0
Joaquim Silva,13,6,0,68.0,"69""",3.66,43%,4.53,53%,0.39,50%,69%,0.8
Ray Seraille,8,9,0,75.0,--,5.29,27%,17.65,41%,0.00,0%,0%,0.0
Robert Sanchez,8,2,0,66.0,"66""",0.96,40%,1.78,46%,3.61,62%,50%,0.7
Eric Shelton,12,6,0,66.0,"68""",2.57,42%,1.88,63%,2.83,51%,46%,0.2
Jorge Santiago,25,12,0,73.0,"75""",1.69,35%,2.62,56%,0.58,30%,52%,0.8
Daniel Straus,24,7,0 (1 NC),67.0,"71""",4.76,43%,2.99,57%,0.84,15%,81%,1.1
Jeremia Siregar,6,3,0,62.0,"63""",2.80,42%,7.37,29%,0.00,0%,75%,0.0
Lazar Stojadinovic,12,5,0,67.0,"68""",1.82,29%,1.97,59%,0.00,0%,0%,0.0
Emmanuel Sanchez,15,3,0,69.0,"71""",4.45,35%,4.17,55%,0.25,6%,16%,0.5
Gabriel Santos,12,2,0,69.0,"70""",4.35,60%,4.31,45%,3.80,54%,87%,1.2
Steve Steinbeiss,9,4,0,75.0,"75""",3.92,55%,1.86,49%,0.44,50%,58%,0.0
Braxton Smith,5,2,0,71.0,"72""",6.46,48%,11.54,32%,0.00,0%,100%,0.0
Julian Sanchez,0,1,0,75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adam Schindler,10,6,0,68.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adam Smith,0,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Henrique Shiguemoto,13,4,1,71.0,"72""",3.60,33%,6.00,16%,0.00,0%,50%,0.0
Bartosz Szewczyk,8,3,1,76.0,"73""",2.70,33%,3.52,47%,0.00,0%,0%,0.0
Jason Suttie,0,1,0,72.0,--,2.07,83%,4.97,36%,0.00,0%,0%,0.0
Lucas Stark,1,5,0,,--,1.60,25%,3.20,66%,12.00,100%,0%,0.0
Jin Soo Son,9,4,0,66.0,"69""",5.10,36%,7.63,52%,1.50,25%,100%,0.0
Ray Sefo,2,2,0,72.0,--,0.86,31%,1.71,72%,0.00,0%,66%,0.0
Ivan Serati,12,4,0,72.0,--,0.86,26%,5.33,29%,0.00,0%,0%,0.0
Semmy Schilt,26,14,1,82.0,--,1.20,50%,1.31,53%,0.00,0%,47%,1.1
Ovince Saint Preux,27,18,0,75.0,"80""",3.03,47%,3.33,47%,1.09,36%,67%,0.5
Maria Silva,8,1,0,63.0,"64""",3.00,57%,1.13,62%,2.00,100%,55%,0.5
Yana Santos,16,8,0 (1 NC),66.0,"68""",4.42,58%,3.07,52%,0.87,50%,53%,0.1
Iliarde Santos,30,13,1 (1 NC),65.0,"67""",3.00,30%,6.10,57%,1.66,23%,83%,0.0
Joe Stevenson,33,16,0,67.0,"70""",2.05,44%,2.44,60%,2.75,44%,39%,2.2
Brian Schwartz,1,1,0,75.0,--,1.27,44%,0.87,45%,0.00,0%,50%,1.0
Uran Satybaldiev,9,1,0,76.0,"79""",2.40,25%,3.87,45%,0.00,0%,100%,0.0
Stefan Struve,33,13,0,83.0,"84""",3.12,47%,4.04,46%,0.56,46%,55%,1.7
Louis Lee Scott,8,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
George Stork,7,9,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yuki Sasaki,25,22,2,74.0,--,1.09,43%,1.20,57%,0.43,100%,66%,0.0
Jesse Strader,5,3,0,67.0,"70""",5.03,51%,5.28,47%,3.87,57%,100%,0.0
Richie Santiago,7,2,0,67.0,"67""",3.87,49%,4.87,42%,0.00,0%,25%,0.0
Katsuyori Shibata,4,11,1,72.0,--,2.06,35%,2.40,53%,0.49,50%,53%,0.7
Luana Santos,9,2,0,66.0,"67""",3.69,52%,3.40,62%,1.91,50%,83%,1.3
Serhiy Sidey,12,2,0,71.0,"72""",4.49,39%,4.26,54%,1.58,25%,20%,1.3
Song Yadong,22,8,1 (1 NC),68.0,"67""",4.58,43%,4.00,55%,0.61,38%,73%,0.1
Sam Stout,20,12,1,69.0,"70""",4.17,28%,4.08,57%,0.63,38%,77%,0.1
Raul Sandoval,3,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sam Sicilia,15,8,0,68.0,"67""",2.46,33%,3.55,59%,1.45,43%,70%,0.9
Ken Stone,11,4,0,68.0,"71""",3.85,49%,2.90,48%,1.24,33%,60%,0.6
Takenori Sato,19,11,7 (1 NC),70.0,--,0.46,33%,12.92,9%,0.00,0%,0%,0.0
Paulo Cesar Silva,2,6,0,89.0,--,0.40,15%,2.72,47%,0.42,100%,16%,0.4
Sam Spengler,9,5,0,71.0,--,3.27,62%,3.27,54%,1.75,11%,75%,1.8
Dion Staring,35,14,0,73.0,--,1.09,37%,5.00,47%,0.00,0%,33%,0.0
Dan Severn,101,19,1,74.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rama Supandhi,8,4,0,65.0,"66""",2.20,42%,3.53,48%,1.00,11%,0%,0.0
Tyler Stinson,30,10,0,75.0,--,2.80,23%,4.60,56%,0.50,100%,0%,0.5
Yukio Sakaguchi,6,7,0,69.0,--,0.30,25%,2.40,50%,4.50,100%,0%,9.0
Bentley Syler,5,1,0,64.0,--,1.30,18%,1.73,79%,0.00,0%,75%,0.0
Brian Stann,12,6,0,73.0,"74""",3.28,42%,2.65,59%,0.12,12%,60%,0.3
Cory Sandhagen,18,5,0,71.0,"70""",5.06,45%,3.34,56%,1.28,34%,63%,0.3
Kazushi Sakuraba,26,17,1 (2 NC),72.0,--,1.26,41%,2.03,51%,1.26,31%,48%,1.7
Brad Scott,11,6,0,73.0,"76""",3.52,41%,4.31,57%,0.32,15%,63%,0.7
Danny Silva,10,1,0,71.0,"70""",7.36,59%,7.96,61%,2.33,46%,100%,0.3
Nate Smith,6,1,0,66.0,"69""",1.28,38%,2.04,35%,0.00,0%,33%,2.3
Raja Shippen,18,11,1,66.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Greg Soto,9,4,0,71.0,"73""",3.21,63%,2.61,52%,1.49,27%,44%,1.0
Takashi Sato,16,7,0,70.0,"73""",2.21,41%,3.73,44%,0.76,37%,60%,0.0
Marilia Santos,10,3,0,64.0,--,4.40,54%,4.07,53%,1.00,100%,66%,1.0
Charon Spain,14,26,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Liudvik Sholinian,9,4,1,70.0,"71""",2.50,30%,5.67,55%,0.00,0%,66%,0.0
Yuhi Sano,0,4,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Smith,38,22,0,76.0,"76""",3.19,49%,5.04,44%,0.44,22%,50%,0.6
Dominique Steele,14,9,0,70.0,"74""",2.32,49%,2.42,50%,2.95,42%,76%,0.0
Marlon Sims,3,4,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ivan Salaverry,14,9,0,72.0,--,3.01,47%,1.19,76%,0.49,18%,36%,2.5
Erick Sanchez,8,3,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bob Schrijber,20,17,1,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Leonardo Silva de Oliveira,12,4,0,74.0,--,1.07,40%,0.54,50%,24.11,50%,0%,0.0
Andrei Semenov,34,9,2,72.0,--,0.78,15%,2.44,60%,1.74,80%,55%,0.4
Antonio Schembri,5,5,0,69.0,--,0.72,26%,2.12,55%,1.31,40%,0%,0.4
Justin Smitley,10,7,1,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gennaro Strangis,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rana Rudra Pratap Singh,11,2,0,70.0,"69""",0.00,0%,9.05,27%,0.00,0%,0%,0.0
Shang Zhifa,32,8,0,67.0,"63""",1.27,32%,1.27,60%,2.00,100%,0%,0.0
Brendan Seguin,23,19,1,72.0,--,2.60,45%,0.60,84%,5.00,62%,100%,0.0
Dayana Silva,7,4,0,67.0,--,6.33,51%,5.93,57%,0.00,0%,42%,0.0
Cody Sons,3,7,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hector Sandoval,14,4,0,62.0,"64""",3.31,52%,2.33,65%,3.49,25%,71%,1.4
Saparbeg Safarov,9,3,0,73.0,"78""",4.03,48%,2.96,47%,2.52,41%,33%,0.0
Joby Sanchez,11,4,0,66.0,"68""",3.22,36%,2.82,63%,0.95,71%,51%,0.4
Mario Sperry,13,4,0,74.0,--,2.81,52%,1.53,47%,2.09,42%,71%,1.4
Wes Schultz,6,2,0,74.0,"77""",5.16,45%,5.38,46%,3.36,25%,0%,0.0
Amar Suloev,24,7,0,69.0,--,1.98,37%,2.19,70%,0.27,100%,88%,0.3
Magomed Sultanakhmedov,18,6,0,74.0,--,0.00,0%,2.40,42%,9.00,100%,0%,9.0
Dylan Salvador,5,2,0,69.0,"69""",4.34,37%,11.57,46%,0.00,0%,0%,0.0
Josh Thornburg,8,8,0,72.0,--,1.20,50%,3.13,38%,2.00,66%,42%,2.0
Rio Tirto,8,1,0,64.0,"66""",0.00,0%,2.11,69%,0.00,0%,0%,0.0
Jose Torres,8,1,0,64.0,"65""",4.37,36%,9.84,50%,1.28,33%,75%,0.0
Jalin Turner,14,9,0,75.0,"77""",5.53,48%,4.55,41%,0.77,55%,75%,1.1
Aaron Tau,10,1,0,64.0,"66""",4.47,52%,3.99,58%,0.80,33%,54%,0.0
Junior Tafa,6,4,0,75.0,"75""",3.19,51%,2.49,51%,0.00,0%,69%,0.0
Simeon Thoresen,17,6,1,73.0,"79""",3.85,43%,3.85,64%,1.12,40%,50%,1.7
Teila Tuli,0,1,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Haven Torres,0,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Teymur,8,2,0,69.0,"73""",4.69,43%,3.53,55%,0.94,33%,77%,0.0
Aleksandre Topuria,6,1,0,67.0,"68""",2.73,51%,2.53,70%,1.00,50%,100%,0.0
Dequan Townsend,21,12,0,75.0,"79""",1.23,34%,3.92,38%,0.00,0%,46%,0.0
Slim Trabelsi,5,0,0,75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Deividas Taurosevicius,17,5,0,69.0,"68""",2.13,43%,1.82,59%,2.00,28%,50%,0.3
Tuco Tokkos,11,5,0,76.0,"76""",2.12,40%,4.27,46%,4.21,47%,33%,0.5
Chris Tuchscherer,21,4,0 (1 NC),74.0,"76""",1.35,31%,3.17,47%,1.19,18%,0%,0.6
Brandon Thatch,11,5,0,74.0,"74""",2.70,42%,3.63,52%,1.36,66%,50%,0.7
Austin Tweedy,8,2,0,69.0,--,4.29,66%,6.43,0%,0.00,0%,0%,0.0
Francisco Trevino,13,3,0,69.0,"70""",2.65,42%,2.42,64%,0.97,22%,41%,0.0
Torrance Taylor,13,8,1,67.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Zubaira Tukhugov,20,6,1,68.0,"68""",3.17,39%,3.07,63%,2.13,39%,100%,0.0
Antonio Trocoli,12,5,0 (1 NC),78.0,"79""",1.29,50%,5.79,23%,0.84,11%,50%,0.8
Michinori Tanaka,11,3,0,65.0,"67""",1.97,37%,1.99,50%,2.40,38%,43%,0.2
James Toney,0,1,0,69.0,--,0.00,0%,2.41,27%,0.00,0%,0%,0.0
Blair Tugman,10,6,0,72.0,--,2.25,53%,0.93,50%,7.50,60%,0%,0.0
Manny Tapia,12,14,1,65.0,"67""",2.69,21%,4.74,58%,0.49,40%,66%,0.2
Miguel Torres,44,9,0,69.0,"76""",3.98,43%,1.86,74%,0.00,0%,17%,1.6
Eugenio Tadeu,2,3,0 (1 NC),68.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joel Thomas,5,2,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Akitoshi Tamura,21,18,2,69.0,"70""",3.73,43%,1.94,78%,0.00,0%,20%,1.0
Bryan Travers,15,4,0,,--,2.33,48%,3.93,55%,2.00,28%,63%,0.0
Jumabieke Tuerxun,19,4,1,67.0,--,1.60,28%,3.08,59%,0.47,11%,66%,0.9
James Te Huna,16,9,0,74.0,"75""",4.04,51%,2.99,62%,2.75,37%,58%,0.2
James Thompson,20,16,0 (1 NC),77.0,--,5.13,52%,3.19,41%,3.14,36%,53%,1.3
Tyler Toner,15,7,0 (1 NC),68.0,"70""",2.95,52%,2.13,62%,0.00,0%,54%,0.4
Anatoly Tokov,25,2,0,70.0,--,3.51,72%,0.54,66%,2.03,100%,100%,0.0
Daiju Takase,12,15,2,72.0,--,0.49,30%,1.64,47%,0.84,17%,21%,1.2
Oli Thompson,17,10,0,73.0,"75""",1.66,46%,5.31,46%,0.00,0%,50%,0.5
Tai Tuivasa,15,8,0,74.0,"75""",3.77,46%,5.18,44%,0.00,0%,57%,0.0
Tra Telligman,7,5,1,74.0,--,1.83,35%,3.02,56%,0.87,100%,80%,0.0
Elias Theodorou,16,3,0,73.0,"75""",4.19,42%,2.39,53%,1.27,28%,59%,0.0
Payton Talbott,10,1,0,70.0,"70""",6.05,54%,3.26,46%,0.24,25%,76%,0.2
Joe Taimanglo,23,7,1,64.0,--,4.18,42%,4.55,59%,5.45,40%,100%,1.4
Ti Haitao,16,6,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nolan Ticman,4,3,0,66.0,--,2.57,47%,2.53,67%,0.00,0%,60%,0.0
Abel Trujillo,15,8,0 (1 NC),68.0,"70""",2.65,41%,2.31,59%,2.18,45%,40%,0.4
Tatsuro Taira,16,1,0,67.0,"70""",2.99,60%,2.69,46%,2.73,44%,45%,1.6
Minoru Toyonaga,2,5,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nobuhiko Takada,2,6,2,72.0,--,0.31,24%,1.92,39%,1.15,20%,0%,0.0
Thiago Tavares,21,7,1,67.0,"70""",2.00,40%,2.31,62%,3.83,42%,62%,1.5
Ryan Tobar,3,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Puja Tomar,9,5,0,64.0,"59""",5.61,48%,5.82,46%,0.00,0%,100%,0.0
Dave Terrel,7,7,0,68.0,--,2.62,43%,2.80,48%,3.28,38%,100%,0.0
Anthony Torres,5,3,0,68.0,--,3.54,48%,7.52,45%,0.00,0%,100%,2.2
Miesha Tate,20,10,0,66.0,"65""",2.62,44%,3.05,51%,1.97,30%,56%,1.2
Otari Tanzilovi,9,1,0,70.0,"70""",4.53,72%,3.33,55%,4.00,25%,0%,0.0
Ramazan Temirov,19,3,0,64.0,"63""",4.37,40%,3.93,59%,0.84,50%,100%,0.0
Taneisha Tennant,5,1,0,67.0,"70""",5.67,55%,3.40,71%,0.00,0%,100%,0.0
Jeff Terry,2,3,0,74.0,--,1.09,50%,9.27,19%,0.00,0%,100%,0.0
Francisco Trinaldo,28,9,0,69.0,"70""",3.13,45%,2.67,60%,0.98,42%,60%,0.5
Michael Trizano,11,3,0,71.0,"71""",3.63,53%,4.40,50%,0.36,66%,72%,0.5
Marcin Tybura,27,9,0,75.0,"78""",3.60,48%,3.31,55%,1.39,33%,75%,0.1
Paulo Thiago,18,9,0,71.0,"74""",1.71,39%,1.99,63%,1.42,31%,63%,1.2
Denis Tiuliulin,10,10,0 (1 NC),73.0,"77""",3.61,41%,5.23,38%,0.96,42%,72%,0.0
Oleg Taktarov,17,5,2,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rei Tsuruya,10,1,0,66.0,"68""",2.24,52%,2.01,42%,5.06,37%,50%,1.9
Daniel Teymur,7,4,0,65.0,"69""",3.08,46%,3.93,56%,0.56,18%,60%,0.3
Aaron Trujillo,0,1,0,65.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Issei Tamura,10,8,0,65.0,"63""",1.89,53%,4.58,44%,0.92,25%,33%,0.0
Ramon Taveras,10,3,0,68.0,"70""",4.62,44%,7.41,57%,0.00,0%,100%,0.0
Osamu Tachihikari,0,4,0,77.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Darren Till,18,5,1,72.0,"74""",2.30,46%,3.31,56%,0.55,46%,69%,0.0
Jason Thacker,0,1,0,70.0,--,0.63,33%,17.05,32%,0.00,0%,0%,0.0
Alexia Thainara,12,1,0,64.0,"67""",5.73,40%,2.82,70%,3.07,100%,0%,2.3
Alex Torres,5,4,0,70.0,--,2.47,37%,2.73,69%,2.00,22%,50%,0.0
Ryan Thomas,20,8,0,72.0,--,2.01,36%,4.17,30%,5.59,33%,0%,2.2
Arman Tsarukyan,22,3,0,67.0,"72""",3.79,48%,1.84,53%,3.25,37%,75%,0.0
Nordine Taleb,15,7,0,73.0,"74""",3.66,51%,2.62,66%,1.94,76%,73%,0.0
Marco Tulio,14,1,0,72.0,"74""",7.54,60%,2.53,61%,0.88,20%,0%,0.4
Gary Tapusoa,8,3,0,67.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nik Theotikos,6,2,0,,--,0.00,0%,5.48,19%,0.00,0%,0%,4.8
Abram Torres,4,3,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Tickle,9,9,0,69.0,--,1.07,40%,1.13,43%,1.00,25%,20%,2.0
Justin Tafa,7,5,0 (1 NC),72.0,"74""",4.05,54%,5.11,47%,0.00,0%,53%,0.0
Angelo Trevino,7,3,0,71.0,--,5.19,54%,3.90,47%,0.00,0%,100%,0.0
Courtney Turner,0,3,0,74.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jeremy Tavares,1,6,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Treston Thomison,10,6,0,68.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nyamjargal Tumendemberel,8,1,0,67.0,"71""",3.13,38%,3.29,51%,2.42,31%,52%,2.4
Brett Tillis,0,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Akihito Tanaka,2,2,0,,--,0.19,50%,2.05,38%,5.59,66%,0%,0.0
Danielle Taylor,9,4,0,60.0,"60""",2.75,29%,3.31,71%,0.20,20%,70%,0.2
Tsuyoshi Tamakairiki,0,3,0,72.0,--,0.00,0%,26.67,50%,0.00,0%,0%,0.0
James Terry,19,9,0,70.0,--,3.23,32%,4.77,64%,3.31,36%,75%,0.0
Stephen Thompson,17,9,1,72.0,"75""",4.05,46%,3.00,54%,0.23,35%,63%,0.0
Hideo Tokoro,34,29,2,67.0,--,1.78,37%,2.01,65%,0.87,34%,44%,2.3
Kazuki Tokudome,18,7,1,71.0,"73""",2.26,41%,3.63,53%,2.00,38%,78%,0.0
Cam Teague,7,1,0,70.0,"69""",5.87,27%,20.14,35%,0.00,0%,0%,0.0
Wellington Turman,18,8,0,72.0,"72""",3.23,51%,4.17,45%,1.55,20%,42%,0.8
Gleison Tibau,33,14,0,70.0,"71""",1.95,31%,2.51,63%,4.08,53%,92%,0.8
Ricky Turcios,13,5,0,69.0,"71""",4.73,40%,3.72,52%,0.91,20%,44%,0.4
John Teixeira,21,2,2,67.0,--,3.36,35%,3.20,63%,1.00,27%,71%,0.7
Nick Thompson,38,14,1,73.0,"74""",1.87,42%,1.80,49%,1.06,100%,35%,2.6
Brad Tavares,21,11,0,73.0,"74""",3.42,43%,3.28,55%,0.71,26%,81%,0.0
Rafael Tobias,13,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tor Troeng,16,7,1,74.0,--,1.16,46%,3.26,32%,0.62,7%,66%,0.3
Kiyoshi Tamura,32,13,3,71.0,--,2.44,53%,1.44,60%,0.58,60%,45%,0.2
Anton Turkalj,8,4,0,76.0,"78""",2.45,42%,3.42,54%,4.98,41%,16%,0.0
Mairbek Taisumov,27,6,0,69.0,"73""",2.98,39%,3.03,64%,1.34,63%,88%,0.0
Motonobu Tezuka,28,12,7,67.0,--,0.87,23%,2.80,51%,1.50,11%,0%,0.5
Colby Thicknesse,7,1,0,67.0,"69""",2.53,29%,2.73,48%,0.00,0%,50%,0.0
Shawn Teed,5,2,0,77.0,--,1.40,42%,13.31,21%,0.00,0%,0%,0.0
Yoshiki Takahashi,30,27,3 (1 NC),71.0,--,2.26,51%,6.47,44%,0.00,0%,66%,2.3
J.T Taylor,7,7,0,70.0,--,3.17,80%,3.70,26%,3.96,100%,0%,7.9
Damien Trites,7,6,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ilia Topuria,17,0,0,67.0,"69""",4.81,48%,3.83,64%,1.96,61%,93%,1.1
Ronys Torres,35,5,0,67.0,--,0.87,26%,1.93,57%,4.00,47%,16%,0.5
Gavin Tucker,13,3,0,66.0,"66""",4.29,44%,4.18,57%,3.13,44%,53%,1.5
Kasey Tanner,6,1,0,67.0,"69""",6.60,50%,6.67,63%,2.00,33%,0%,0.0
Masanori Tonooka,1,2,0,68.0,--,0.16,5%,1.09,36%,0.00,0%,0%,0.0
Dusko Todorovic,12,6,0,73.0,"74""",4.79,57%,4.53,47%,1.50,17%,42%,0.2
Eduardo Torres Caut,16,2,0,67.0,"70""",1.10,34%,1.24,65%,2.06,33%,50%,0.0
Salim Touahri,10,4,0,70.0,"72""",2.60,46%,2.87,58%,0.00,0%,83%,0.0
David Terrell,6,2,0,73.0,--,2.34,63%,2.71,37%,5.54,50%,0%,5.5
Albert Tadevosyan,13,3,1,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
